age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
39,technician,married,professional.course,unknown,yes,no,cellular,aug,wed,145.0,2.0,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
36,housemaid,divorced,basic.4y,no,yes,no,cellular,nov,tue,163.0,2.0,999,1,failure,-0.1,93.2,-42,4.153,5195.8,no
38,blue-collar,married,basic.9y,unknown,unknown,unknown,cellular,jul,tue,319.0,4.0,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
39,technician,divorced,professional.course,no,yes,yes,cellular,aug,tue,80.0,2.0,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
32,admin,married,high.school,no,yes,no,cellular,may,mon,689.0,1.0,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,yes
51,services,married,high.school,no,no,no,telephone,jun,tue,236.0,2.0,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
52,admin,married,high.school,no,yes,yes,cellular,may,fri,81.0,2.0,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,no
55,technician,married,professional.course,no,no,no,cellular,nov,fri,182.0,1.0,999,1,failure,-0.1,93.2,-42,4.021,5195.8,no
35,admin,single,university.degree,no,no,no,cellular,aug,mon,90.0,2.0,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
41,admin,married,university.degree,no,yes,yes,telephone,jun,tue,75.0,1.0,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
29,blue-collar,married,high.school,no,no,no,telephone,jun,thu,718.0,13.0,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
38,blue-collar,married,professional.course,no,yes,no,telephone,may,tue,321.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
51,technician,married,high.school,no,no,no,cellular,nov,mon,198.0,2.0,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
35,entrepreneur,single,basic.9y,no,yes,no,cellular,nov,mon,42.0,2.0,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
34,admin,single,high.school,no,yes,no,cellular,may,wed,195.0,2.0,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
47,housemaid,married,unknown,no,yes,no,cellular,nov,wed,87.0,1.0,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
32,technician,married,professional.course,no,yes,no,telephone,may,fri,322.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no
39,admin,married,basic.9y,unknown,no,no,cellular,jul,wed,131.0,1.0,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
56,self-employed,married,university.degree,no,no,no,telephone,jun,fri,129.0,3.0,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
31,blue-collar,married,professional.course,no,yes,no,cellular,jul,wed,458.0,2.0,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
46,technician,divorced,university.degree,no,yes,no,cellular,nov,fri,796.0,5.0,999,1,failure,-0.1,93.2,-42,4.021,5195.8,yes
44,unknown,married,high.school,unknown,no,no,cellular,jul,tue,153.0,3.0,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
36,blue-collar,married,basic.4y,unknown,no,no,cellular,may,tue,246.0,1.0,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,no
31,technician,divorced,professional.course,no,yes,no,cellular,jul,wed,662.0,1.0,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
37,blue-collar,married,high.school,no,yes,no,cellular,may,fri,475.0,3.0,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
32,management,single,university.degree,no,yes,no,cellular,mar,mon,75.0,2.0,999,0,nonexistent,-1.8,92.843,-50,1.703,5099.1,no
48,admin,divorced,high.school,no,no,no,telephone,may,tue,315.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
51,entrepreneur,married,professional.course,unknown,no,no,cellular,may,mon,295.0,1.0,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,no
30,unemployed,married,unknown,no,yes,no,cellular,nov,thu,216.0,4.0,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
37,technician,married,professional.course,unknown,yes,yes,cellular,jul,tue,144.0,1.0,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
38,blue-collar,single,high.school,no,yes,yes,telephone,jun,thu,21.0,1.0,999,0,nonexistent,-1.7,94.055,-39.8,0.729,4991.6,no
36,technician,married,university.degree,no,yes,no,cellular,may,mon,219.0,2.0,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
55,blue-collar,divorced,basic.4y,no,no,no,cellular,may,fri,278.0,1.0,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
51,services,married,professional.course,unknown,no,no,cellular,may,thu,113.0,2.0,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
42,admin,married,university.degree,no,no,no,cellular,jul,wed,799.0,6.0,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
29,admin,married,university.degree,no,no,no,cellular,nov,mon,142.0,1.0,999,1,failure,-0.1,93.2,-42,4.191,5195.8,no
59,self-employed,married,university.degree,no,yes,no,cellular,may,tue,61.0,1.0,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
31,services,single,high.school,no,no,yes,cellular,jul,thu,9.0,17.0,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
31,admin,married,professional.course,no,no,yes,cellular,dec,mon,367.0,2.0,999,1,failure,-3.0,92.713,-33,0.709,5023.5,yes
34,admin,married,high.school,no,yes,yes,telephone,may,fri,20.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
37,admin,married,high.school,unknown,yes,no,cellular,jul,mon,204.0,3.0,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
25,blue-collar,single,basic.4y,no,no,no,telephone,jun,wed,107.0,19.0,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
34,self-employed,married,university.degree,no,unknown,unknown,cellular,jul,fri,156.0,3.0,999,2,failure,-1.7,94.215,-40.3,0.896,4991.6,no
37,technician,married,high.school,no,yes,no,telephone,jun,tue,267.0,3.0,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
26,blue-collar,married,basic.4y,no,no,no,cellular,may,tue,232.0,1.0,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
24,blue-collar,single,basic.9y,no,yes,no,telephone,may,tue,112.0,4.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
37,services,divorced,basic.9y,no,yes,no,cellular,jul,wed,122.0,1.0,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
28,admin,single,professional.course,no,no,yes,telephone,jun,thu,253.0,1.0,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,no
31,blue-collar,married,basic.9y,no,no,no,cellular,jul,wed,715.0,1.0,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
32,technician,single,university.degree,no,no,no,cellular,nov,tue,77.0,2.0,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
52,retired,married,basic.4y,no,no,no,telephone,jun,wed,633.0,1.0,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes
41,technician,married,professional.course,no,no,no,telephone,may,tue,348.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
36,blue-collar,single,basic.6y,no,no,no,cellular,nov,tue,238.0,1.0,999,0,nonexistent,-1.1,94.767,-50.8,1.046,4963.6,yes
32,blue-collar,married,high.school,no,no,yes,telephone,jun,mon,140.0,1.0,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
24,services,single,professional.course,no,yes,no,cellular,jul,wed,139.0,1.0,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
48,services,divorced,basic.4y,no,no,no,cellular,nov,wed,134.0,1.0,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
57,admin,divorced,high.school,no,no,no,cellular,sep,tue,473.0,1.0,3,5,success,-1.1,94.199,-37.5,0.877,4963.6,yes
36,technician,single,professional.course,no,no,no,cellular,aug,wed,275.0,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
46,services,married,high.school,unknown,yes,no,cellular,may,fri,6.0,1.0,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,no
55,admin,divorced,university.degree,no,yes,no,telephone,may,thu,230.0,4.0,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
34,admin,divorced,university.degree,no,no,no,cellular,may,wed,207.0,1.0,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,no
37,housemaid,married,high.school,unknown,no,no,cellular,aug,thu,126.0,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
33,management,single,university.degree,no,yes,no,cellular,jul,mon,400.0,3.0,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
29,technician,single,university.degree,no,yes,no,telephone,aug,thu,226.0,3.0,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
30,admin,divorced,high.school,no,no,no,cellular,nov,wed,131.0,2.0,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
33,technician,married,professional.course,no,no,yes,telephone,jun,tue,46.0,1.0,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
31,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,301.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
47,admin,married,university.degree,no,no,no,cellular,nov,tue,1014.0,3.0,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
24,student,single,high.school,no,no,no,cellular,may,mon,557.0,1.0,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
30,management,married,university.degree,no,yes,yes,cellular,jul,wed,229.0,4.0,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
48,blue-collar,married,high.school,no,yes,no,telephone,jun,thu,700.0,2.0,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
29,self-employed,married,university.degree,no,no,no,telephone,may,thu,116.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
47,technician,married,basic.9y,no,no,no,telephone,jun,fri,72.0,1.0,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
32,technician,married,high.school,no,no,no,cellular,may,wed,195.0,3.0,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
32,services,single,unknown,no,no,yes,cellular,jul,thu,415.0,2.0,999,0,nonexistent,-1.7,94.215,-40.3,0.846,4991.6,yes
48,entrepreneur,married,basic.6y,no,no,no,cellular,may,wed,119.0,1.0,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
34,technician,married,university.degree,no,no,yes,cellular,jul,thu,114.0,2.0,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
42,admin,single,high.school,no,no,no,cellular,aug,wed,127.0,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
33,technician,single,professional.course,no,yes,no,cellular,aug,mon,122.0,4.0,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
28,unemployed,single,basic.4y,no,yes,no,cellular,oct,fri,160.0,2.0,4,1,success,-3.4,92.431,-26.9,0.752,5017.5,no
58,retired,married,basic.4y,unknown,no,no,telephone,may,tue,1045.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,yes
43,management,married,high.school,no,yes,yes,cellular,nov,mon,70.0,3.0,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
28,technician,single,university.degree,no,yes,no,cellular,may,tue,326.0,1.0,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,yes
37,admin,single,university.degree,no,yes,no,cellular,apr,thu,261.0,1.0,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
43,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,fri,345.0,3.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
30,admin,single,university.degree,no,no,no,cellular,may,thu,199.0,1.0,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
36,self-employed,single,university.degree,no,no,no,cellular,jul,mon,84.0,1.0,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
50,management,married,university.degree,no,yes,no,telephone,may,wed,383.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
37,self-employed,married,basic.9y,no,yes,no,cellular,aug,fri,78.0,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
30,admin,single,high.school,no,yes,no,cellular,apr,mon,180.0,3.0,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
46,technician,single,university.degree,no,no,no,cellular,aug,thu,185.0,2.0,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
34,technician,single,high.school,no,no,no,cellular,may,wed,63.0,1.0,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
52,admin,divorced,basic.6y,no,yes,no,telephone,jun,wed,219.0,1.0,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
54,technician,married,university.degree,unknown,no,no,cellular,may,fri,217.0,7.0,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
43,services,married,university.degree,no,yes,no,cellular,jul,tue,135.0,1.0,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
35,services,married,high.school,no,no,no,cellular,may,mon,130.0,3.0,999,1,failure,-1.8,92.893,-46.2,1.354,5099.1,no
40,entrepreneur,married,basic.4y,unknown,yes,no,cellular,jul,wed,448.0,2.0,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
32,blue-collar,married,basic.9y,no,yes,no,telephone,jun,fri,123.0,3.0,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
31,technician,married,professional.course,no,yes,no,cellular,aug,wed,409.0,2.0,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
41,blue-collar,married,basic.4y,no,no,no,telephone,may,wed,142.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
29,blue-collar,married,high.school,no,yes,no,cellular,nov,wed,96.0,3.0,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
53,blue-collar,married,basic.9y,no,yes,no,cellular,jul,tue,122.0,4.0,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
47,admin,married,high.school,no,yes,no,cellular,aug,mon,1152.0,3.0,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
51,services,married,high.school,unknown,yes,no,telephone,jun,mon,81.0,1.0,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
35,technician,single,professional.course,no,yes,no,cellular,aug,tue,137.0,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
51,technician,married,basic.6y,no,yes,no,cellular,jul,tue,166.0,2.0,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
44,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,fri,194.0,3.0,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
59,admin,married,university.degree,no,yes,no,telephone,jun,wed,47.0,2.0,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
31,management,married,university.degree,no,no,no,cellular,nov,mon,369.0,1.0,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
31,admin,divorced,university.degree,no,yes,no,telephone,may,tue,259.0,2.0,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
41,technician,married,professional.course,no,no,no,cellular,apr,fri,219.0,1.0,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
32,services,married,high.school,unknown,yes,no,cellular,may,mon,126.0,1.0,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
32,housemaid,single,high.school,no,no,no,telephone,jun,thu,406.0,2.0,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
56,unknown,single,basic.9y,no,no,no,cellular,jul,mon,102.0,2.0,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
51,admin,married,university.degree,no,yes,no,cellular,jul,fri,139.0,5.0,999,0,nonexistent,-2.9,92.469,-33.6,0.921,5076.2,yes
53,blue-collar,married,basic.4y,unknown,no,yes,cellular,jul,thu,36.0,1.0,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
25,technician,single,professional.course,no,yes,no,cellular,jul,thu,234.0,1.0,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
33,management,married,university.degree,no,no,yes,cellular,nov,wed,113.0,1.0,999,1,failure,-0.1,93.2,-42,4.12,5195.8,no
41,blue-collar,married,basic.9y,unknown,no,no,telephone,may,mon,62.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
28,services,single,university.degree,no,no,no,cellular,jul,thu,363.0,2.0,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
48,management,married,basic.9y,no,yes,no,cellular,may,tue,725.0,1.0,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,yes
28,blue-collar,single,basic.9y,no,yes,no,cellular,jul,fri,103.0,2.0,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
43,services,married,basic.9y,no,no,no,telephone,jun,thu,110.0,17.0,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
29,management,single,university.degree,no,no,no,telephone,may,wed,99.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
36,blue-collar,divorced,high.school,no,yes,no,telephone,jun,wed,133.0,1.0,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
30,admin,single,university.degree,no,yes,no,cellular,jul,thu,873.0,8.0,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
49,admin,single,basic.6y,no,yes,yes,cellular,apr,fri,441.0,2.0,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
55,admin,married,high.school,no,no,no,telephone,may,thu,94.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
34,management,single,university.degree,no,yes,yes,cellular,nov,thu,125.0,2.0,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
29,management,married,university.degree,no,yes,no,cellular,aug,thu,75.0,1.0,4,2,success,-2.9,92.201,-31.4,0.873,5076.2,no
35,admin,single,university.degree,no,yes,yes,cellular,apr,thu,358.0,1.0,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no
40,technician,married,basic.9y,unknown,no,no,cellular,jul,mon,141.0,3.0,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
42,housemaid,married,university.degree,no,no,no,cellular,nov,mon,176.0,1.0,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
34,admin,single,high.school,no,yes,yes,telephone,jun,mon,123.0,1.0,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
47,technician,married,high.school,unknown,yes,no,cellular,nov,fri,183.0,3.0,999,1,failure,-0.1,93.2,-42,4.021,5195.8,no
39,admin,married,university.degree,no,yes,no,cellular,aug,fri,169.0,4.0,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
55,technician,married,basic.6y,no,yes,no,telephone,may,tue,452.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
44,services,married,high.school,unknown,yes,no,cellular,jul,wed,86.0,1.0,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
34,blue-collar,married,basic.6y,unknown,no,yes,telephone,jun,mon,35.0,1.0,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
45,admin,married,university.degree,no,yes,no,cellular,aug,mon,226.0,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
50,admin,married,university.degree,no,yes,no,cellular,nov,mon,183.0,1.0,3,1,success,-3.4,92.649,-30.1,0.714,5017.5,yes
55,self-employed,married,basic.9y,no,yes,no,cellular,may,tue,604.0,1.0,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
28,admin,married,high.school,unknown,no,no,cellular,jul,tue,60.0,3.0,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
30,technician,married,high.school,no,no,no,cellular,aug,tue,79.0,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
32,housemaid,married,basic.4y,no,yes,no,cellular,aug,mon,87.0,4.0,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
31,management,married,university.degree,no,yes,no,cellular,nov,wed,196.0,1.0,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
32,services,married,high.school,no,yes,no,cellular,may,thu,21.0,12.0,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
39,blue-collar,married,professional.course,no,no,no,telephone,may,mon,87.0,5.0,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
24,admin,single,high.school,unknown,yes,yes,cellular,jul,thu,493.0,1.0,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
57,retired,married,professional.course,no,yes,no,cellular,jun,mon,166.0,2.0,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,yes
27,technician,married,university.degree,no,yes,no,cellular,may,fri,131.0,3.0,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
44,admin,married,university.degree,no,yes,no,cellular,aug,thu,254.0,2.0,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,yes
32,admin,married,university.degree,no,yes,no,cellular,may,mon,232.0,2.0,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
37,housemaid,married,university.degree,no,yes,no,telephone,jun,fri,262.0,2.0,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
29,admin,married,university.degree,no,no,no,cellular,nov,wed,406.0,3.0,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
31,unemployed,single,university.degree,no,yes,no,cellular,mar,tue,180.0,1.0,10,1,success,-1.8,93.369,-34.8,0.646,5008.7,yes
58,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,fri,198.0,4.0,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
32,technician,single,professional.course,no,yes,no,cellular,jul,thu,128.0,1.0,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
48,services,married,basic.4y,unknown,yes,no,cellular,aug,thu,137.0,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
42,blue-collar,married,professional.course,no,yes,no,cellular,may,fri,262.0,2.0,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
31,admin,single,university.degree,no,no,yes,cellular,nov,wed,212.0,2.0,3,6,success,-1.1,94.767,-50.8,1.048,4963.6,no
41,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,fri,204.0,3.0,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
33,self-employed,single,basic.4y,no,yes,no,telephone,may,fri,742.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no
45,technician,married,professional.course,no,no,no,telephone,jul,wed,20.0,5.0,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
30,admin,married,university.degree,no,no,no,cellular,aug,mon,243.0,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
30,admin,single,university.degree,no,no,no,telephone,jul,wed,84.0,3.0,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
53,self-employed,married,basic.9y,no,yes,no,cellular,nov,mon,62.0,1.0,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
32,blue-collar,single,basic.6y,unknown,unknown,unknown,cellular,jul,tue,199.0,4.0,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
27,admin,single,university.degree,no,yes,no,cellular,apr,fri,401.0,1.0,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
46,admin,married,high.school,no,yes,no,cellular,jul,tue,98.0,6.0,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
29,admin,single,university.degree,no,no,no,cellular,aug,tue,103.0,4.0,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
43,management,married,university.degree,no,no,no,cellular,nov,mon,179.0,1.0,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
26,admin,single,university.degree,no,no,no,cellular,oct,fri,133.0,2.0,999,1,failure,-3.4,92.431,-26.9,0.73,5017.5,no
47,admin,married,university.degree,no,yes,no,cellular,aug,tue,100.0,3.0,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
39,blue-collar,married,basic.9y,unknown,no,no,telephone,may,tue,504.0,4.0,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,yes
29,self-employed,single,university.degree,no,yes,yes,cellular,jul,thu,22.0,8.0,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
33,admin,single,university.degree,no,no,no,cellular,jun,wed,206.0,1.0,3,1,success,-1.7,94.055,-39.8,0.715,4991.6,yes
56,retired,married,high.school,no,yes,yes,cellular,aug,tue,97.0,1.0,3,2,success,-2.9,92.201,-31.4,0.883,5076.2,no
30,technician,single,university.degree,no,yes,no,cellular,jun,fri,166.0,2.0,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,yes
32,technician,married,university.degree,no,no,yes,cellular,aug,thu,131.0,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
33,services,married,professional.course,no,no,no,cellular,oct,mon,291.0,1.0,999,3,failure,-1.1,94.601,-49.5,0.977,4963.6,no
49,technician,married,university.degree,no,no,no,telephone,may,mon,107.0,3.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
33,blue-collar,married,basic.6y,no,yes,no,cellular,may,wed,134.0,1.0,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
58,self-employed,married,university.degree,no,no,no,cellular,nov,wed,1092.0,1.0,999,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,no
37,admin,married,professional.course,unknown,yes,no,cellular,nov,wed,37.0,1.0,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
48,housemaid,married,high.school,no,no,no,cellular,jun,tue,399.0,1.0,999,0,nonexistent,-2.9,92.963,-40.8,1.252,5076.2,no
39,technician,married,basic.6y,no,no,no,cellular,apr,tue,88.0,3.0,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,no
53,admin,single,basic.6y,no,yes,no,telephone,may,tue,27.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
59,housemaid,married,basic.4y,unknown,no,yes,telephone,may,tue,70.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
40,admin,married,university.degree,unknown,no,yes,telephone,may,mon,61.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
44,blue-collar,single,basic.9y,no,yes,yes,cellular,nov,tue,182.0,1.0,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
39,technician,married,professional.course,no,no,no,telephone,oct,thu,171.0,1.0,999,0,nonexistent,-0.1,93.798,-40.4,4.921,5195.8,yes
30,self-employed,married,university.degree,no,yes,no,cellular,jun,fri,138.0,2.0,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,no
48,admin,married,university.degree,no,yes,no,cellular,aug,wed,203.0,7.0,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
51,technician,divorced,high.school,no,yes,no,cellular,nov,mon,81.0,1.0,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
